220.8,224.19,open_close
225.91,229.19,open_close
231.01,234.57,open_close
236.06,239.26,open_close
241.12,244.47,open_close
246.15,249.36,open_close
251.39,254.91,open_close
256.4,259.94,open_close
279.56,282.73,open_close_restricted
284.74,287.92,open_close_restricted
289.93,293.26,open_close_restricted
294.85,298.43,open_close_restricted
300.03,303.26,open_close_restricted
304.74,308.19,open_close_restricted
310.31,313.7,open_close_restricted
315.25,318.51,open_close_restricted
331.75,334.9,jaw_left
336.61,339.94,jaw_left
342.03,344.8,jaw_left
346.93,349.85,jaw_left
352.19,355.21,jaw_left
357.2,360.47,jaw_left
362.46,365.37,jaw_left
367.34,371.01,jaw_left
378.03,381.4,jaw_right
383.26,386.43,jaw_right
388.26,391.72,jaw_right
393.4,396.84000000000003,jaw_right
398.31,401.75,jaw_right
403.14,406.51,jaw_right
408.27,411.85,jaw_right
413.59000000000003,417.24,jaw_right
425.21,428.77,jaw_forward
431.1,434.28,jaw_forward
436.05,439.38,jaw_forward
440.77,444.21,jaw_forward
446.19,449.42,jaw_forward
451.43,454.47,jaw_forward
456.51,459.75,jaw_forward
461.71,465.04,jaw_forward
497.22,500.82,jaw_backward
501.91,505.69,jaw_backward
507.11,510.83,jaw_backward
512.0,515.88,jaw_backward
517.28,521.12,jaw_backward
522.53,526.29,jaw_backward
527.51,530.39,jaw_backward
532.54,535.48,jaw_backward
542.61,546.07,look_down
548.09,551.34,look_down
553.08,556.26,look_down
558.1,561.26,look_down
563.13,566.73,look_down
568.14,571.57,look_down
573.42,576.45,look_down
578.59,581.85,look_down
589.42,592.95,look_up
594.59,597.8,look_up
599.86,603.0,look_up
605.03,608.18,look_up
610.15,613.04,look_up
615.11,618.31,look_up
620.22,623.74,look_up
625.35,629.02,look_up
646.46,649.37,double_chin
651.45,654.7,double_chin
656.43,659.75,double_chin
661.5,664.97,double_chin
666.82,670.4,double_chin
671.87,675.38,double_chin
677.11,680.29,double_chin
682.1,685.36,double_chin
698.71,702.03,right_ear_shoulder
704.04,707.17,right_ear_shoulder
709.12,712.15,right_ear_shoulder
714.19,717.48,right_ear_shoulder
719.18,722.2,right_ear_shoulder
724.44,727.6,right_ear_shoulder
729.61,732.7,right_ear_shoulder
734.49,737.91,right_ear_shoulder
744.29,747.48,left_ear_shoulder
749.7,752.74,left_ear_shoulder
754.64,757.83,left_ear_shoulder
759.75,763.09,left_ear_shoulder
764.95,768.09,left_ear_shoulder
769.83,773.26,left_ear_shoulder
775.0,778.23,left_ear_shoulder
780.18,783.6,left_ear_shoulder
790.77,794.09,look_right
796.12,799.19,look_right
801.22,804.24,look_right
806.29,809.35,look_right
811.43,814.74,look_right
816.61,820.0,look_right
821.79,824.96,look_right
826.8,830.13,look_right
837.34,840.68,look_left
842.44,845.61,look_left
847.41,850.63,look_left
852.61,855.96,look_left
857.65,860.94,look_left
862.89,866.15,look_left
868.06,871.56,look_left
873.13,876.52,look_left
885.67,888.69,humming
890.64,893.66,humming
896.01,899.03,humming
901.09,904.15,humming
906.07,909.05,humming
911.08,914.17,humming
916.19,919.21,humming
921.31,924.4,humming
954.53,959.64,massage_forward
962.79,967.82,massage_forward
971.12,976.09,massage_forward
979.11,984.17,massage_forward
987.3,992.11,massage_forward
1001.62,1006.73,massage_backward
1009.96,1015.05,massage_backward
1018.09,1023.12,massage_backward
1026.26,1031.33,massage_backward
1034.39,1039.49,massage_backward
1067.16,1129.85,breathing
