218.77,222.29,open_close
223.94,227.02,open_close
228.77,232.07,open_close
233.96,236.95,open_close
239.09,242.05,open_close
244.07,247.15,open_close
248.74,252.18,open_close
254.43,257.5,open_close
277.47,280.29,open_close_restricted
282.47,285.55,open_close_restricted
287.47,290.53,open_close_restricted
292.47,295.49,open_close_restricted
297.87,300.81,open_close_restricted
302.88,305.98,open_close_restricted
307.93,311.27,open_close_restricted
313.21,315.91,open_close_restricted
328.93,331.63,jaw_left
334.08,336.72,jaw_left
339.21,342.15,jaw_left
344.3,347.14,jaw_left
349.28,352.31,jaw_left
354.3,357.36,jaw_left
359.23,362.33,jaw_left
364.45,367.7,jaw_left
376.31,379.54,jaw_right
381.37,384.54,jaw_right
386.45,389.71,jaw_right
391.55,394.65999999999997,jaw_right
396.61,399.86,jaw_right
401.68,404.82,jaw_right
406.63,409.96,jaw_right
411.79,415.03,jaw_right
424.38,427.49,jaw_forward
429.38,432.4,jaw_forward
434.58,437.77,jaw_forward
439.58,442.87,jaw_forward
444.58,447.93,jaw_forward
449.91,453.26,jaw_forward
454.78,458.24,jaw_forward
460.03,463.32,jaw_forward
483.13,486.78,jaw_backward
489.02,492.25,jaw_backward
494.02,496.91,jaw_backward
499.01,502.31,jaw_backward
504.35,507.42,jaw_backward
509.16,512.39,jaw_backward
514.24,517.47,jaw_backward
519.6,522.74,jaw_backward
534.52,537.65,look_down
539.71,542.59,look_down
544.62,547.88,look_down
549.82,553.32,look_down
554.92,558.48,look_down
559.88,563.29,look_down
564.93,568.18,look_down
570.22,573.72,look_down
581.87,584.78,look_up
586.67,589.93,look_up
591.77,594.96,look_up
596.85,600.06,look_up
602.04,604.97,look_up
606.95,609.97,look_up
612.26,615.36,look_up
617.3,620.34,look_up
658.35,661.73,double_chin
663.56,667.07,double_chin
668.77,671.94,double_chin
673.79,677.08,double_chin
678.75,682.01,double_chin
683.92,686.99,double_chin
689.1,692.35,double_chin
694.06,697.75,double_chin
713.18,716.58,right_ear_shoulder
718.22,721.63,right_ear_shoulder
723.13,726.74,right_ear_shoulder
727.79,731.45,right_ear_shoulder
733.3,736.83,right_ear_shoulder
738.48,741.87,right_ear_shoulder
743.49,746.91,right_ear_shoulder
748.56,751.91,right_ear_shoulder
759.88,762.96,left_ear_shoulder
764.74,767.88,left_ear_shoulder
769.67,773.02,left_ear_shoulder
774.67,778.05,left_ear_shoulder
779.97,783.26,left_ear_shoulder
784.79,788.32,left_ear_shoulder
790.12,793.47,left_ear_shoulder
795.3,798.64,left_ear_shoulder
807.37,811.0,look_right
812.49,815.99,look_right
817.54,821.08,look_right
822.48,826.03,look_right
827.83,830.98,look_right
833.13,836.29,look_right
837.91,841.33,look_right
843.05,846.63,look_right
854.17,857.73,look_left
859.17,862.71,look_left
864.18,867.78,look_left
869.47,872.98,look_left
874.67,878.23,look_left
879.7,883.22,look_left
884.77,888.18,look_left
889.79,893.24,look_left
917.84,920.84,humming
922.84,925.84,humming
927.84,930.84,humming
932.84,935.84,humming
937.84,940.84,humming
942.84,945.84,humming
947.84,950.84,humming
952.84,955.84,humming
993.58,998.7,massage_forward
1001.68,1006.91,massage_forward
1009.84,1014.88,massage_forward
1018.02,1023.18,massage_forward
1026.51,1031.37,massage_forward
1044.25,1049.01,massage_backward
1052.32,1057.3,massage_backward
1060.45,1065.73,massage_backward
1069.08,1073.75,massage_backward
1077.02,1082.03,massage_backward
1115.04,1176.95,breathing
