209.7,212.76,open_close
215.09,217.84,open_close
220.27,223.06,open_close
225.4,228.16,open_close
230.43,233.13,open_close
235.43,238.34,open_close
240.5,243.28,open_close
245.54,248.71,open_close
265.78,268.99,open_close_restricted
271.2,274.21,open_close_restricted
275.99,278.92,open_close_restricted
280.9,283.85,open_close_restricted
286.48,289.2,open_close_restricted
291.69,294.46,open_close_restricted
296.54,299.52,open_close_restricted
301.71,304.61,open_close_restricted
318.4,321.1,jaw_left
323.56,326.09,jaw_left
328.69,331.19,jaw_left
333.74,336.3,jaw_left
338.90999999999997,341.71,jaw_left
344.15999999999997,346.76,jaw_left
349.12,351.64,jaw_left
354.3,356.90999999999997,jaw_left
362.97,365.91,jaw_right
368.06,370.7,jaw_right
373.24,376.02,jaw_right
378.24,381.1,jaw_right
382.95,385.75,jaw_right
388.27,391.1,jaw_right
393.49,396.12,jaw_right
398.33,401.29,jaw_right
413.79,416.94,jaw_forward
419.15999999999997,422.31,jaw_forward
424.11,426.91,jaw_forward
429.12,432.08,jaw_forward
434.03,437.04,jaw_forward
439.14,442.32,jaw_forward
444.59,447.62,jaw_forward
449.63,452.59000000000003,jaw_forward
482.82,485.98,jaw_backward
488.08,490.77,jaw_backward
493.25,496.15,jaw_backward
498.21,501.36,jaw_backward
503.33,506.32,jaw_backward
508.4,511.41,jaw_backward
513.65,516.38,jaw_backward
518.35,521.65,jaw_backward
530.46,533.82,look_down
535.68,538.79,look_down
540.74,543.95,look_down
545.83,548.89,look_down
550.82,554.26,look_down
556.36,559.36,look_down
561.1,564.5,look_down
566.5,569.67,look_down
575.31,578.4,look_up
580.37,583.6,look_up
585.31,588.79,look_up
590.71,593.93,look_up
595.91,599.44,look_up
600.71,604.2,look_up
605.98,608.93,look_up
611.05,614.31,look_up
628.77,632.18,double_chin
634.23,637.62,double_chin
639.52,642.85,double_chin
644.41,647.87,double_chin
649.72,652.83,double_chin
654.77,658.17,double_chin
659.98,663.13,double_chin
664.7,667.96,double_chin
677.36,680.85,right_ear_shoulder
682.69,686.01,right_ear_shoulder
687.33,690.91,right_ear_shoulder
692.33,695.7,right_ear_shoulder
697.59,700.94,right_ear_shoulder
702.58,705.8,right_ear_shoulder
707.91,711.42,right_ear_shoulder
712.64,716.26,right_ear_shoulder
721.17,724.12,left_ear_shoulder
725.73,729.15,left_ear_shoulder
731.7,734.81,left_ear_shoulder
736.58,739.79,left_ear_shoulder
741.48,744.55,left_ear_shoulder
746.72,749.64,left_ear_shoulder
752.14,755.22,left_ear_shoulder
757.22,760.37,left_ear_shoulder
766.95,770.38,look_right
772.24,775.21,look_right
777.47,780.54,look_right
782.51,785.67,look_right
787.62,790.81,look_right
792.74,796.01,look_right
797.42,801.01,look_right
802.94,806.27,look_right
810.69,813.34,look_left
815.89,819.08,look_left
820.97,824.07,look_left
826.09,829.28,look_left
831.19,834.03,look_left
836.18,839.29,look_left
841.48,844.66,look_left
846.45,849.51,look_left
858.28,861.34,humming
863.32,866.42,humming
868.37,871.39,humming
873.35,876.4,humming
878.46,881.62,humming
883.54,886.63,humming
888.89,891.91,humming
894.08,897.07,humming
929.39,934.16,massage_forward
937.67,943.16,massage_forward
946.29,950.96,massage_forward
954.44,959.24,massage_forward
962.22,967.65,massage_forward
975.76,980.97,massage_backward
983.85,988.94,massage_backward
992.19,997.47,massage_backward
1000.31,1005.47,massage_backward
1008.57,1013.99,massage_backward
1035.77,1098.45,breathing
